name,birth_date,age,children,employment,id,city,email,password,Signed_Up,Elec_January,Elec_February,Elec_March,Elec_April,Elec_May,Elec_June,Elec_July,Elec_August,Elec_September,Elec_October,Elec_Novemeber,Elec_December,Water_January,Water_February,Water_March,Water_April,Water_May,Water_June,Water_July,Water_August,Water_September,Water_October,Water_Novemeber,Water_December,Arnona
Robert Wong,1970-11-02,52,1,1,266554,Rishon_LeTsiyon,cynthiawagner@hotmail.com,%0QPC#nfb7,1,679.3176005164419,637.5856173039108,243.2096440250552,452.8966924418796,356.1428610029001,571.2517030250897,647.0459277508005,111.48613290944954,457.042081599701,343.2333624809577,422.3650012338599,663.8088992083215,38.799720179295406,36.73720197056527,28.88308160373175,32.04156419104756,38.30289137599612,44.82263895450826,28.775224078597244,42.73355016300865,17.513378765252433,32.870393117057844,34.63270676241444,45.31555807999,974.6410631499892
Jake Martinez,1990-06-15,32,2,1,288041,Ramat_HaSharon,steven61@snyder.com,b_@iu4SpUK,1,340.00087548649,326.7055836752969,33.91520190013918,100.92014570163788,119.31385400245624,219.60665829817265,248.47128411270089,63.96663985291702,188.46635648115503,58.66283662729318,126.31491239885416,280.7441954163924,13.837834762474213,15.639319321939922,14.019903316674265,10.043654511956309,7.61305642475926,16.000497676798847,8.481165522280499,9.705443229255428,10.613087196645496,15.690351766638496,8.882427154203445,9.203828683015123,566.9596586524598
Zachary Chase,1968-07-12,54,2,1,263133,Tel_Aviv_Yaffo,gonzalezdaniel@yahoo.com,7bEHwQeD^n,1,584.8895133067243,682.5713006235079,396.4099225187391,410.3151570621194,474.1674683677966,599.7416229421399,616.106191890873,365.8403358409877,569.3993125728234,447.4735490516713,356.97338175913603,694.3914908527879,42.62370050596667,34.32328914951509,43.67801602413044,40.01401855707364,42.13734225542769,35.92500892997702,43.43469681217592,35.88013328513293,33.17814190424401,49.11266623150914,38.82418601860897,45.79876684728652,1062.74026493596
Tracy Garcia,1972-07-26,50,2,1,407499,Tel_Aviv_Yaffo,dwayneeaton@rose.com,k$2)&Qh9hl,1,334.3187493789327,307.9622480614178,49.3922227368416,144.91149919642456,168.29397112268074,192.34295941375171,233.6276898066949,107.52375692577588,220.46950924354095,81.11212267770374,84.10244338591363,226.82191744515785,13.91735097215536,11.014185410392,11.489126354371644,10.724201945139445,9.093606515319816,7.986482179110583,8.741010354747905,13.069576157954488,8.584031381261504,11.765620257035753,14.03213802484242,10.436104315950509,977.27347024499
Stephanie Horton,1965-12-08,57,2,1,403221,Rishon_LeTsiyon,asilva@white.org,bPg72EQhs(,0,741.5059145817803,714.896309340536,448.1603306608935,401.8025450690761,541.1070090083316,602.6390453774513,568.067955110047,338.41797171120504,682.2393913140024,361.4345182240792,384.3613284888352,660.1805220381766,36.981129210066605,55.09163885453209,40.40846940952876,38.8489239732845,44.78225626794181,37.6233608822617,41.04884979013524,37.61922924108084,48.20453038731617,49.43093170880454,65.31396358829315,40.37469053503262,842.2191193592889
Ryan Johnson,1964-12-20,58,2,1,421503,Tel_Aviv_Yaffo,melissa11@monroe.com,%x_)DCpYf2,1,697.4502950708076,680.2343057231019,253.8431817407893,409.6890664705339,554.1094830077056,540.3003545636136,704.4072667503808,287.3955270821977,566.9101928287037,482.1026810187894,315.643667796396,631.5365724051073,51.01055191014318,41.37282940759573,35.74363710386815,33.03732121951119,34.382023174189314,42.66609746653251,46.66079071994801,28.861410069315,55.80121061507073,38.80909828187702,44.99232688640311,44.838257799702745,998.8706584740514
Logan Ortiz,1984-01-16,38,1,1,238297,Rishon_LeTsiyon,peterlopez@yahoo.com,T3LIBI@q^%,1,340.84071708975404,273.73874764218084,17.37407799231137,171.5733785595238,176.28047698745556,182.35658056984047,252.8778800387268,85.66716411529355,233.16890099424955,120.2737747907588,157.89184491846464,209.0724343488987,11.433980660880316,10.45985419893619,7.454261690758246,12.848073141377888,15.27915348302753,9.792707921893037,14.702428805221532,11.84878527687965,15.06507404808668,12.388865238376573,11.860048198406874,14.560794238813774,679.3697622906284
Wendy Nelson,1960-03-27,62,1,1,221676,Tel_Aviv_Yaffo,emily28@baker-ortiz.info,pP$NlrmW^6,1,721.2671713790204,672.0969233109729,189.04244593864496,485.84708361796106,596.3669353520925,586.585797736949,524.1443235515566,283.0143993873688,579.0841763228395,458.4259851867441,405.0421008914773,604.604155692627,33.82717399008367,39.02008074270009,32.46954940382418,18.622563580126457,32.6417560459434,38.70261732822844,36.85394384850096,32.9490302318525,36.09512416768337,31.719913596045267,30.46069301337308,33.10348605431624,975.7222667358142
David Mitchell,1972-09-27,50,1,1,261550,Rishon_LeTsiyon,dennis20@castro.biz,YtLbRXeR(5,1,289.1097739295828,302.74240688165247,9.488079178036486,125.9166358984428,148.97628823204246,172.6152486337755,226.48419599600987,62.25405940791106,244.52494007928135,83.18178794236174,110.53658569065992,297.3224161550274,10.485451288484562,19.88600434047789,11.558628336768365,12.952075859787108,8.847203783471965,12.24080952114166,10.895119761597924,15.626322951827046,11.864302688240636,13.554770615941989,5.635094435852212,10.485223614586827,828.3967552896198
Patricia Holloway,1990-02-13,32,3,1,260422,Ramat_Gan,jenniferfuller@hotmail.com,Wh_qf1Bf*s,0,282.4136173859208,301.55619823200533,19.268206153053733,125.0868651442511,157.92885105677954,229.34956297406745,233.4250908693471,69.35162568862457,217.85720913167864,101.39975944633424,103.748557996379,238.7086006069331,12.335207944642942,17.350034963985877,7.415479188711819,13.359038001954188,12.190908672704968,8.332129552468373,15.175059611009411,12.516107243913527,9.626510505892496,12.131731520164644,13.1683239167788,11.097977467531209,531.4075728592793
Shannon Edwards,1991-08-03,31,3,1,316810,Rishon_LeTsiyon,zblair@walker.com,&wxqDy3%#0,1,712.7942035267129,682.1822514937254,208.82109820435144,347.2048999519756,464.9055249977965,339.9112024682969,481.2328392311856,297.8653646641368,491.9732869544836,299.9409558174919,443.97124545838176,638.6327591623549,54.88742760797092,60.43899553656824,49.6488425213823,48.706759699273,50.05293576860913,60.800905143224384,46.25406789589135,36.49030794158715,40.20043299259724,45.66896262013741,44.60303143243455,46.77855318051756,912.238538934526
Natasha Perez,1965-05-18,57,3,1,315153,Tel_Aviv_Yaffo,dwilson@phillips-turner.com,gy1Vi(G!+0,1,729.9488854225418,780.2939124659424,342.46391897380227,525.7824186723794,691.9867633419582,584.5454237350208,685.9306738559114,335.32334640382,531.8340719999056,469.9770685184744,387.1083392947128,667.2237069593343,38.38177970948317,58.429484196534005,36.49440212150795,42.37602327086205,46.64773434757914,46.6137410323005,37.459799595808455,44.36688323204815,61.34787433930122,40.026205898408136,53.466984371981816,45.95925992020394,1176.8764486591383
Kaylee Smith,1988-06-19,34,2,1,462728,Tel_Aviv_Yaffo,taylormelissa@hotmail.com,^AWgDGZvX3,1,315.1472622808007,299.1211417652486,31.4093344538601,153.8229189164474,213.7595948481253,198.48342530740877,267.712452270464,49.134759596093154,210.26003073998424,87.56297473146954,145.81216079665657,309.81156682459385,11.781501140965515,6.158315175907704,11.939162386013844,12.251322040459408,12.273450748428266,10.142203232601457,19.401580317648488,14.747426240247858,8.722915742522954,11.945432788546906,8.465912340931574,12.908733987861035,1165.71814645446
Charles Powell,1997-12-28,25,0,1,271221,Rishon_LeTsiyon,jesus94@wilson.com,7(1JsjG$b$,1,316.4057614632204,307.59263652552806,10.751182119665724,113.09422055819132,174.79372149611086,147.46311715323088,258.49413947804834,93.7278825082195,269.9113976302212,80.14666565165055,110.97533395013645,241.35369715323145,9.068520336977889,11.199405476132322,14.448056360946191,11.654318061876808,10.45468429984884,12.46135515202001,10.460408290806074,8.921851117702287,13.19951893868015,11.749288785252356,17.02687838612924,15.454793302920644,708.0821814099885
Ashley Anderson,1991-05-30,31,3,1,350541,Tel_Aviv_Yaffo,davidkhan@stanley.net,5%0ncZoI4v,1,313.49377069991533,301.61203328939433,60.56448305656887,109.36395371737916,183.5021334437736,200.10322479705476,243.6546717565678,56.14275138341351,257.7104036383973,103.39698918915974,111.5874703834002,278.7273699846496,11.704293495883476,14.257321008475568,8.864273987211856,12.19031613257826,14.187603921159972,14.11131384203354,15.12284165629074,11.383693409402603,13.92052967169837,9.940650578832855,9.020871950743643,7.67879582653418,1086.2284051059787
Eric Pierce,1980-09-11,42,3,1,295205,Tel_Aviv_Yaffo,msullivan@zhang.biz,_97cbU#dEu,1,292.48527324408553,316.89189725204244,63.57537817412295,157.06446003229112,151.6744147200323,196.79064420786327,243.43006709030016,62.35609944783628,225.97339480477265,86.59141583782113,63.29978162243878,259.26454159343854,13.255489043325026,9.443335225001842,7.983248833866156,11.355359447123076,17.057548363354847,11.878877614532838,13.60676570593417,13.098412590956844,11.74025692506592,10.994123417763555,6.938289445780152,7.72690740719918,896.6932518938552
Richard Casey,1964-05-06,58,2,1,395552,Tel_Aviv_Yaffo,afernandez@yahoo.com,%8aRuRv872,1,330.9759668811289,267.9676075194107,66.94441758423861,82.57530753982114,144.29041107676645,196.35587056586184,279.3431926894942,46.118996972464736,245.32650021688715,101.20102393914034,124.65507910604532,307.72522020834464,8.934590008392579,13.20334898716728,14.858488283585684,8.960996492784421,5.171996588446736,15.796280883991688,11.179744251474144,5.998925617186609,12.67316415484296,11.235755855611416,10.284280334603654,13.80235665959886,805.6976127468158
Sandra Bullock,1960-12-04,62,3,1,255109,Petah_Tikva,zandrade@kennedy-jones.org,eMUBdhi&)9,1,317.48693104372444,298.1305909785966,40.05289050076133,162.9994181701689,125.10667037206964,171.92595583738483,228.26209431552104,65.27624626656359,169.5100383964132,67.2688640352687,165.67707071700664,249.47384474816056,11.27270417434281,12.856865070153646,8.510509598531755,12.65979739454894,6.87352845532819,13.877223740456442,12.605847015240991,12.799389247850268,12.43811053327793,10.880640746052176,8.66276548195787,13.009148021129716,477.65930836017606
Steven Little,1978-01-03,44,2,1,235473,Rishon_LeTsiyon,mannaustin@yahoo.com,5gkJIKiW!Z,1,622.2506235680636,602.2928283453506,214.49567626645216,470.4437327085975,419.1736809168985,563.8506418476261,598.8602592965631,247.07067324100808,514.3935620819848,466.23257095858776,319.0257397696639,561.5583832926649,36.31402337928809,47.043299106604685,42.38827331035296,39.783066687078126,52.93997874627277,50.9993225511959,36.18396351875915,37.78341869128335,52.959923635673206,37.8514711138189,45.6430604257142,34.359226501998435,1065.3965342673243
Tracy Briggs,1998-03-13,24,0,1,329497,Ramat_Gan,adammay@atkins-ward.com,IR3FwCle$*,1,542.5963864996398,507.51133383800936,112.00824209816815,349.4902047933507,228.41797500734515,332.5489423859923,572.4650278264245,301.1620127578102,264.37716538493294,294.9722100424536,164.007227103581,462.79592976025486,29.89907410834668,32.02111872723833,24.568545317379986,12.372051754387993,30.845164436104067,41.73933209697661,19.578906578412784,38.42414857103867,33.55539956895772,36.59547965107061,43.43696715131608,31.347306162549007,870.9777153529598
Karina Williams,1973-12-23,49,1,1,443472,Ramat_HaSharon,sarah09@long.com,)rG7TcuMCw,1,689.7663481361811,612.7156011135464,300.06106407364746,446.85737677540266,394.8415010023636,299.1767721202935,577.7088825463952,286.56885662200807,513.1064846066514,406.9156436838514,358.9961460500832,499.3848040968965,43.94886959340208,52.38400664993179,37.823656390501874,30.491406697790797,31.46750368740561,40.74721992951371,16.475914853955725,40.934827424332255,37.09033490819298,43.48208755878398,38.70708983383683,26.16812848287065,694.4510740542149
Christopher Reid,1981-01-08,41,2,1,410313,Tel_Aviv_Yaffo,nancy57@yahoo.com,+7Kf^8tU7),1,607.1020757256377,641.9096532978926,177.7880052467823,516.6775991945931,455.5874948090459,488.74052820412834,596.0724289237597,262.860908384886,384.6631001353216,333.48712750607706,409.81772143714426,689.1308973416312,34.726633054701146,44.591003097012106,45.62429480438815,40.93065481156245,36.75862804616612,39.06841275100604,29.23106850597092,40.44958589886916,33.739455247133606,38.28778892552073,52.58430687279981,45.84999608106753,1127.3488698957638
Lacey Ramos,1994-04-29,28,1,1,465277,Rishon_LeTsiyon,pollardjenna@castaneda.info,il#9AU%rE1,1,350.9773235575014,287.10985647081054,45.89583616902269,136.32089386533136,158.48932644154968,233.99141066884303,275.01187005113235,58.43823833650503,235.41124450206797,150.42549047149726,125.48505450128562,269.64880113814473,16.464866802085723,7.748927098625997,10.187540024493206,13.02425077091084,13.250475817699355,10.354271311155337,13.77157949726379,8.565383025433995,9.246419485258922,10.78850583599336,9.458615448171171,12.885091228088838,783.8584443808304
Melissa Malone,1990-09-19,32,3,1,398654,Tel_Aviv_Yaffo,wayne37@page.info,2$y64@VcoR,1,327.1436195203811,258.69259822575145,52.49697725625629,168.43123322468404,156.87613165333192,196.70253829730729,223.18870768104213,24.02896359439847,228.19877659006727,75.75655220269061,88.77517319726084,297.4268876825625,17.48889489117422,10.06736539578241,12.083118577091776,8.633883440195259,10.968833405073978,14.742156988300806,9.827899763236786,12.764944124940778,11.205863783038897,10.14887993487016,11.402269404462126,8.794053966124046,1165.5820205658335
Nicole Lewis,1974-03-14,48,1,1,320282,Tel_Aviv_Yaffo,grobinson@hotmail.com,%khj@4IaCf,1,321.8216058306666,279.1789501803888,30.53630698940406,168.3099809722682,176.0167990209045,178.7509152253174,265.8717362798854,18.582124600214726,228.72170583799144,95.5645956513958,89.16464777315113,209.35842378400804,13.391965994450864,13.07102696788716,14.622327450995494,10.452591725730322,16.419082665408514,16.844905962458263,13.412025163622854,14.55762946378391,9.41036047910186,9.602606272312617,6.846557555007603,13.407653939813626,903.8395505771158
Joseph Robinson,1976-03-29,46,1,1,372114,Rishon_LeTsiyon,rparks@hodges.net,Z4DiJbm^(I,1,348.292669563625,291.2918608875976,70.97397575575486,175.2571476750736,154.73477356229606,211.0828216577394,263.7100274733672,48.302567063415,237.19240327459016,62.07375004342914,137.89294732576303,291.7573996518393,8.829425165641938,11.821934715616171,13.44662228994074,8.787319236870905,11.273122147060548,8.542359859531635,10.478164967270638,16.671692692744653,12.508064717077373,10.163318268956152,11.931141057896811,15.774008184577658,930.385396600214
Meghan Coleman,1995-05-10,27,0,0,308839,Tel_Aviv_Yaffo,frivas@baxter.com,40PO#a18$T,1,312.7178183664514,308.9793102488557,22.97230598917331,125.6029480120418,129.00567584804344,141.99103082489663,246.4812483753646,71.59785668284788,203.89220627041385,138.4651464968466,113.46310335278444,281.97333722556647,16.756679123242865,11.2397618584452,10.32043887788743,9.969705978768392,10.711850113257224,10.597197795452896,8.96028212314465,11.267120662526544,12.536239386735032,12.469954961429387,6.8618716236101,10.076524636008692,1019.1791987758912
Philip York,1971-12-31,51,3,0,322705,Rishon_LeTsiyon,econtreras@hotmail.com,&+1E1H0c5%,1,338.676857768368,272.3128938692538,59.10599827217918,77.13799288570902,146.46188943913324,191.55471925602717,246.6334531155095,42.30427372672864,222.8811074016008,119.39866554575912,83.13873560363956,313.3803354616789,13.190418009077447,10.140732314724051,9.319056034624184,10.760646408552946,10.788245142343207,10.338824998851326,12.470426219782924,7.851742092665396,11.75185130254522,11.674691721467791,5.019542367449446,8.781325003760433,937.807157777021
Francisco Burns,1968-04-20,54,2,1,432497,Tel_Aviv_Yaffo,mary23@perez.com,(pPyibhH)8,1,646.2955334354772,760.8512697104607,347.7315394309757,433.7792262286532,461.7431644358939,496.0263571732928,644.6098991692365,444.0714313448794,683.0317076211658,364.87184156848485,414.0354505336234,682.6785374419189,44.75564317798257,43.85089301928618,42.65690177235448,54.06873409862958,45.70731305903125,41.91165504081252,36.4531301248162,44.7848480306283,37.60691901475528,39.41085093279226,49.9742125139618,38.981757424663776,1012.0499219205228
Elizabeth Ritter,1997-03-27,25,0,1,212835,Ramat_Gan,barbarasmith@wall.com,()5BFKros^,1,314.27778380265624,338.6284392332341,30.04361399294632,112.6385385264001,137.6295734323671,209.23217864032745,235.8105166814107,114.4515135302395,150.53736859187714,126.16750915557697,123.54524301119224,253.7278595219788,11.933856019077112,12.106641596155551,8.17200080868034,9.969281659138392,10.892001040810037,6.895216842167996,16.224279268739423,6.758044703065401,12.667777018552432,5.9098358849372685,15.135831902602536,10.69462518072468,640.0789115178663
Amber Calhoun,1962-12-24,60,4,1,351919,Tel_Aviv_Yaffo,jamiegilbert@yahoo.com,%4&V#wo5+J,1,761.2649477087647,956.9506512588216,393.2856795536945,652.8324247417362,624.5578157794472,592.6302184445013,754.5467717244027,462.3911823762422,731.8139075556296,524.6237244393557,471.8541964610323,777.442137385387,65.34659754652175,54.49985125353668,63.22312097020724,49.21242124874671,50.07847231238155,46.39823389645262,50.91852724606824,59.76716414579517,51.99262064109969,52.2428661348991,66.70376054721545,49.2324901150441,1113.3605258473629
Crystal Jones,1980-06-01,42,1,1,399855,Petah_Tikva,bjohnson@yahoo.com,+1+SnzTd(X,1,691.8897028424901,580.1390388792094,183.26020250134772,325.3548916908087,396.802239805255,394.35339827729166,564.760465481231,297.2521657832069,535.6919765173673,317.8034832220737,225.593635563337,617.8780652974323,33.7002466620805,26.675482145875016,32.1445550683694,31.91798475458693,37.87830914890079,39.65574670374657,28.89393732299501,34.84119265237166,35.7446552804185,32.999059498695004,27.736750632686466,22.938274961234747,562.4352091993597
Mark Blair,1977-12-16,45,1,1,350504,Tel_Aviv_Yaffo,robertbryant@yahoo.com,jT6y9uDvr*,1,682.7165308189905,563.8024391380485,219.94781710625568,431.2285651270993,458.4247077843036,528.8612918456432,498.570241216436,338.7372166133093,400.17969572863547,385.3492205324293,402.3123281998031,574.9838023598921,38.55032612759972,30.90531770032182,36.92257012623977,42.13071027759607,42.98602106479488,38.8128605000012,35.32473635948372,36.2352007970803,41.39099856601776,33.17106364838997,36.85301698465194,42.08405634928714,985.1209434678142
Annette Coffey,1964-08-09,58,3,1,457706,Rishon_LeTsiyon,bstewart@lane.com,8O8E8kPg@(,1,308.212175555546,320.071562064545,8.634704320063992,136.03442936681216,150.66488610743428,202.17652642732696,277.326677994754,74.53628806516652,188.8036945070169,46.62481600276393,175.3257770861805,318.6343106878223,8.821954354986442,6.496023622281572,12.682190371506932,12.398805747716208,9.957928784045164,12.996939337954265,9.965483285379698,14.35587356121206,11.539716430378387,13.608014206663489,7.769125924648387,9.917698282835296,992.0804406186658
Michelle Perez,1963-03-08,59,1,1,451736,Tel_Aviv_Yaffo,curtismarco@hotmail.com,T*7RYsc1zw,0,681.058731931791,580.6382714154024,231.43495191752112,587.1402418852473,420.7782449041911,375.7061325287099,548.6174223915527,257.0172496434589,549.5036063232633,288.7801904896989,359.5297562773517,620.0232745042581,43.23328744796142,29.787104883095,25.510987441914807,37.00595548452785,45.21822292468771,33.76092731092592,36.661613149790085,43.488290965680726,33.839617375512105,33.10545695811878,33.51683791049061,36.45048423484146,1131.5943260902295
Michael Nelson,1966-06-21,56,1,1,269988,Rishon_LeTsiyon,campbellkaylee@harris.com,_m3u#TtGC7,0,323.9299407234599,295.11426611045533,16.081506174797312,154.82343562771874,162.9232371918296,145.2314704504547,192.209217127478,54.59102902762353,205.2425232855134,97.49417912358476,84.65520919670679,182.14449072927243,12.475863773318627,15.336298916127648,11.091789205951804,12.22049038044301,9.969809258516012,9.03003269240526,7.138752933226574,12.568775209714047,10.111767934690818,12.442253606438229,7.4008646284310515,14.930620122549,629.08614984944
Alyssa Powers,1960-01-24,62,2,1,273823,Ramat_HaSharon,hcowan@hotmail.com,@5Oo(pxas&,1,759.493210105123,708.0802915924526,453.17620150133456,578.6068359533665,512.9693827972089,581.8184462780372,651.5083711920728,379.83432517955526,496.4704983641957,421.8304466310048,412.13915172874863,668.5890211192273,49.4307151512424,48.57020301059748,25.67530721450079,33.76152481491023,39.120876412727455,50.30841127244554,38.01092746458162,33.39052355719068,38.38016082951555,43.55765458075562,48.83065180183273,44.16257926618462,691.6277297117243
Kayla Sherman,1995-10-13,27,0,1,327661,Tel_Aviv_Yaffo,lewislisa@green.net,%!PU&BnfU8,1,547.704294854834,515.280829669745,38.278122242147816,254.99860659774,255.43153332333765,312.45690748431224,549.2298736729456,164.9448155716618,281.26236064613295,233.51264412323764,357.07443248107506,412.89700481216846,23.220856603981048,34.25678720822914,35.50654475581942,25.75182788630181,22.894134495091453,29.48985018631912,17.505707399245857,29.2781852842312,42.76837966752069,21.3133302178059,26.39685976722745,33.26744096211602,1010.5772546810032
Larry Martin,1967-01-05,55,3,1,441697,Tel_Aviv_Yaffo,samantha06@bailey.com,5s_U*yY7_M,1,335.01531407761274,261.88745481505623,75.30494418578417,133.66271645056622,176.5051695142909,187.76934560660905,240.6911984775729,66.2603033439646,233.8242402907403,93.73816019767447,141.03320689170062,272.66665093622146,12.990964632103855,16.69559530952291,13.317002145785692,10.555458453669493,7.04083439178984,14.318486428202696,9.7335527348702,6.601658918545201,12.92687944445368,15.264249235441046,12.317362978770865,9.603287761106422,919.2198947478926
Jeffrey Murphy,1964-03-28,58,1,1,417903,Petah_Tikva,logan02@hotmail.com,K3ZZ(abO#F,1,658.0281245675171,647.3086182517708,282.70572519332484,343.7966662339357,509.1753637541859,586.0916990207894,595.8272965359934,328.5738786084823,399.4619840326105,434.8554895755254,434.7430473311459,565.493003387091,44.853571544253256,45.114217118578175,44.91277238974611,30.54093770464624,35.17644152782671,37.86659044926498,29.58173522142217,36.71659289358682,33.58200721238665,37.00756435060912,37.57270913103935,36.83475529280077,649.7616531426
Lee Coffey,1974-10-28,48,1,1,465763,Rishon_LeTsiyon,deborah48@yahoo.com,c6E_zBc2$^,1,359.3530786596945,217.7640889493817,79.8752421647927,128.91438838235132,177.06040218293245,172.31740484321568,237.0147194878568,68.65980713922256,196.934861601136,104.9845766085522,147.0763648538955,217.33642765134329,10.1788219226208,15.084360823987105,12.73769075563227,9.360853228315694,10.323652003233295,9.861986996294483,7.622014423463925,9.89133072070877,12.44794502268799,5.588876187884638,6.408139445951492,15.852034694682144,804.2131569700437
Savannah Ramos,1986-04-28,36,3,1,228530,Tel_Aviv_Yaffo,lrobinson@yahoo.com,#&(8YFtmEV,1,677.027668701928,687.4643540658982,302.38966482851265,357.3263299680309,424.34775567240894,551.1321266267284,548.7268693413891,398.37616699591325,548.0400674038677,222.45389641127773,319.47117809855115,496.8224766229577,46.58788988849044,49.90285580782986,51.6285446584148,53.5425411828116,46.29162093716028,54.52859031579172,45.69658004308651,48.56729365656946,47.01433772400747,50.619370832795575,51.418347531392605,53.4741212812386,1037.2955446197852
Kristin Edwards,1981-11-14,41,3,1,328040,Rishon_LeTsiyon,philip52@hotmail.com,$37NEzkUFc,1,312.6433834098,293.3344704486764,75.47752195666028,106.43348378583224,173.3192909569874,180.18170981184608,233.67621005718223,60.85557278103726,189.2520147506994,86.20799056984845,156.02856530196476,295.9799946439031,11.248370845947042,12.709280178701574,11.020644007617449,15.500298937731582,12.865583318223049,10.58943778985994,15.070731590695168,10.628342497673474,5.086124565685985,16.91676451492116,4.644179693382234,11.210126368321362,1009.6445788552496
Henry Phillips,1980-09-20,42,2,1,360338,Tel_Aviv_Yaffo,dcarter@hotmail.com,5wWp2sME&+,1,310.7433033864884,343.2453234423793,14.35982857541459,137.30417299215696,158.5078272448787,189.53521489211136,290.7768613757627,82.14069795812914,228.6763943373749,103.23063748573789,105.00388358289234,254.4581300086462,9.536987061572654,10.275907115598883,12.535799710754954,10.79084418332402,16.65760193871721,12.420869089421991,12.918887416225072,12.128435087834436,12.715037084344129,11.867580333783271,11.700926673466398,13.445584983420684,970.8904540442028
Susan Carroll,1979-11-13,43,2,1,375010,Tel_Aviv_Yaffo,stanleymadeline@gmail.com,Ex4WWBtG$@,1,302.3272946752089,289.8326741394075,91.94078600522634,129.43811587066858,156.63848441137634,162.09848485212802,265.5042797212576,69.36630210758344,225.69673731120116,88.92143799276222,70.08104984548203,292.97433298074014,7.895852571009295,11.810256583524351,10.685810949664848,12.440807271186548,12.191678108889064,8.490760348711158,10.569369690225916,15.295738508217717,14.9458278894184,19.05892975843793,9.12790392570967,10.923324086698454,784.5009683724849
Mrs. Nicole Rodriguez,1976-09-02,46,1,1,230713,Tel_Aviv_Yaffo,sarahduncan@fuentes-maddox.biz,9#tSs6Gc!X,1,592.775646053919,649.3450730629949,214.53420904741387,513.4670322769548,417.8805186938697,535.960614938437,467.6486721618769,291.5549277027763,358.13680825700044,328.41772759090856,446.47506925796745,532.8883027090191,38.499295585194666,39.94226633974613,33.6387126425732,30.56361686885172,27.47304618642218,35.729242422307664,26.07646699079941,36.12796687652791,34.15488239514489,26.79396554890471,28.89323522057319,30.586447817226343,1015.8962455064676
Ralph Myers,1994-01-17,28,1,1,338134,Ramat_Gan,waltertaylor@moss.info,#X#3qKMh@4,1,298.41520377796263,287.6473787897202,17.63061181343595,154.37375312780233,151.0489233608746,219.92884122198964,242.94986299837237,90.3406208462806,221.40477238274,108.9953883465152,133.6450409910852,210.1161323853465,13.126380435888974,7.368069662840761,8.629806686245644,11.474930002886316,8.497580069517824,10.741766694827923,15.696102137016348,11.21753022885162,11.971041276463154,10.698215446453714,11.348401476364122,10.900590730223454,732.126622157317
Alexandria Riley,1994-12-17,28,2,1,447559,Rishon_LeTsiyon,andrew14@hotmail.com,#9Z3PFoiV),1,622.2353491506542,563.0255610798955,268.59268007103765,402.23318899474975,361.5061266463488,388.7956025647932,492.8168140710525,362.91108584597146,415.2050127393752,417.1786693728551,253.0434485665112,571.319539384076,47.05360408808975,45.26993711433192,47.639247456584,40.62962108815659,39.09002422145093,40.58259464672419,45.44787562112033,35.94903621919394,33.07840160787888,37.37310604594065,41.0223342293319,47.92864759337305,973.2627092865076
Christopher Ward,1998-08-19,24,0,1,259568,Ramat_Gan,coryandrews@hotmail.com,GkV2TDNf@8,1,279.8238105278248,291.46868707340167,76.93208696278055,126.4000056864561,177.30167569972977,155.57981170971385,226.39918553578505,60.64500855142412,225.06297634421503,79.83188159264768,109.53468681360609,277.17281460720164,13.95786339838562,11.971388093604158,8.444372914514673,10.318693705812926,8.189917395309223,13.384144920361551,12.96629791752244,10.102719595939964,8.974000336663208,13.1226934966547,9.8416800469281,11.743943277123549,646.6796489411242
Julia Benson,1971-11-29,51,2,0,245803,Tel_Aviv_Yaffo,rogerschristopher@russell.com,P42C8G+l)+,1,331.30932168254486,301.73623033142985,53.24282637436297,157.3189753962025,169.30912601112095,199.07091671559368,240.1960269311377,47.45851162937464,221.19082365809945,59.539409840987965,107.81477416394031,303.7699380690668,7.200140772759413,12.51325684009764,10.279609326774176,10.460320784890882,11.719169741094085,7.510264031209434,9.342973311794491,8.645393542423108,8.967493235889972,10.645712053127449,8.797167889341923,7.059772915628043,758.2512488942411
Leonard Ellis,1966-11-17,56,2,1,319926,Tel_Aviv_Yaffo,sheppardshawn@rivers-carter.info,VHw3*@0rh#,1,329.95555339342377,228.17885704537025,73.90137632060373,168.41444737036144,148.763450001634,184.47255013038844,195.49883592020984,35.23216300577464,249.36190412911387,96.77663339987542,110.87229083420122,245.2697249442749,15.321124461396938,11.534674406950296,12.95657406119742,9.211363492407308,9.26806259032836,10.673446920638192,12.270671860469632,8.013017265714108,10.91006469910305,6.537551800583254,16.480847736739104,10.948471385357625,1079.8079772880085
Taylor Mclean,1966-02-10,56,2,1,217979,Tel_Aviv_Yaffo,kelseyyoung@lawrence.com,ck59dLg5&X,1,341.09417858340663,317.1358065058152,75.19533198981291,137.4396246954644,159.36955140372817,216.98035873229685,222.1049045943763,86.12711870822444,194.85483058560283,97.59099370383882,125.28931140091906,279.24621654308453,11.342061279071304,8.85959510098209,10.54461247477584,10.506596320138632,12.389711198243708,15.366888113518243,15.785534484152524,11.944953465504216,14.202966934595546,13.59805536578382,12.917713180429256,9.850078323060153,1112.526125289144
